scenario,run_id,window_start_s,window_end_s,label,is_anomalous,offset_mean,offset_std,offset_abs_max,path_delay_mean,pdv_std,seq_regressions,msg_irregularity,synce_ql_max,gnss_loss_rate,holdover_rate
gnss_loss_holdover,1,2.6,3.0,H0,1,62.14752051679629,9.98675425723913,78.4913188995699,50000.10532439847,6.964226867000397,0,0.0,1,1.0,1.0
gnss_loss_holdover,1,2.8,3.2,H0,1,81.42016497079149,12.35015856957419,102.90739768191406,49999.4407559598,6.261897874078352,0,0.0,1,1.0,1.0
gnss_loss_holdover,1,3.0,3.4,H0,1,100.76870923437954,9.27429224315165,112.38269982287638,49995.76430493505,7.071297634185098,0,0.0,1,1.0,1.0
gnss_loss_holdover,1,3.2,3.6,H0,1,114.57880257681651,7.50398059091256,126.4229241497055,49996.92058843769,7.149668747917132,0,0.0,1,1.0,1.0
gnss_loss_holdover,1,3.4,3.8,H0,1,131.57557762520324,11.518153577728555,148.48645482119161,50000.63007907678,7.148999612307965,0,0.0,1,1.0,1.0
gnss_loss_holdover,1,3.6,4.0,H0,1,149.7816091660279,9.373370693540128,166.9213189235373,50002.659833239166,6.602362613869725,0,0.0,1,1.0,1.0
gnss_loss_holdover,1,3.8,4.2,H0,1,166.91570614894596,10.770510393291588,184.9530072359875,50000.627898730614,7.8145091225469345,0,0.0,1,1.0,1.0
gnss_loss_holdover,1,4.0,4.4,H0,1,185.25353045672261,10.047814027803044,200.45048556328373,50000.027499529424,7.582515566574608,0,0.0,1,1.0,1.0
gnss_loss_holdover,1,4.2,4.6,H0,1,200.18422247599102,7.787617660021206,216.60471743310603,49999.741903681606,6.635238335581961,0,0.0,1,1.0,1.0
gnss_loss_holdover,1,4.4,4.8,H0,1,215.60547004092086,10.990586338786636,232.13261682185424,49999.8932036111,8.295344523490975,0,0.0,1,1.0,1.0
gnss_loss_holdover,1,4.6,5.0,H0,1,231.83758399510603,8.676322700997712,243.6616164409165,49999.02372423124,8.047785580900461,0,0.0,1,1.0,1.0
gnss_loss_holdover,1,4.8,5.2,H0,1,151.18740544585594,95.37212896210991,243.6616164409165,50000.68042394855,7.804593749290639,0,0.0,1,0.5,0.5
gnss_loss_holdover,1,5.0,5.4,healthy,0,34.59759346911842,47.755831615547315,180.7159761332649,50000.16414570171,8.296111472988214,0,0.0,1,0.0,0.0
gnss_loss_holdover,1,5.2,5.6,healthy,0,3.151272815404386,4.133269175464252,11.450480490243622,49993.65925946425,7.596869242305858,0,0.0,1,0.0,0.0
gnss_loss_holdover,1,5.4,5.8,healthy,0,1.955645014131728,2.967588466103096,6.47852994044157,49996.16894606,9.154429762684682,0,0.0,1,0.0,0.0
gnss_loss_holdover,1,5.6,6.0,healthy,0,2.467715338261501,2.115430038956701,5.610080205904149,49999.40135430217,8.675988198018127,0,0.0,1,0.0,0.0
gnss_loss_holdover,1,5.8,6.2,healthy,0,0.47036690048642765,2.800738591933372,6.054757875055801,49997.25444882899,9.45394392584539,0,0.0,1,0.0,0.0
gnss_loss_holdover,1,6.0,6.4,healthy,0,-1.5172393223225022,2.708071250724175,7.034243209296729,49999.55542496213,8.015993983285489,0,0.0,1,0.0,0.0
gnss_loss_holdover,1,6.2,6.6,healthy,0,-1.5287409086474184,2.5011758308100625,7.034243209296729,50002.27508878776,4.9614541185080085,0,0.0,1,0.0,0.0
gnss_loss_holdover,1,6.4,6.8,healthy,0,-2.469764522513892,2.6808122400351144,9.248940733884146,50001.82587176284,5.610825434910285,0,0.0,1,0.0,0.0
gnss_loss_holdover,1,6.6,7.0,healthy,0,-3.80785107730566,2.05407034664547,9.248940733884146,49999.91821052844,6.72731432712621,0,0.0,1,0.0,0.0
gnss_loss_holdover,1,6.8,7.2,healthy,0,-1.0133314487610194,2.7706121394275187,6.85246725358979,49998.99021537312,7.462468897526262,0,0.0,1,0.0,0.0
gnss_loss_holdover,1,7.0,7.4,healthy,0,0.2895197340257792,2.1930999958251807,4.185271230118353,49999.28589152676,6.33123162205085,0,0.0,1,0.0,0.0
gnss_loss_holdover,1,7.2,7.6,healthy,0,-1.0667584854273948,1.9988070378797584,4.185271230118353,49998.58524384632,6.426464102737237,0,0.0,1,0.0,0.0
gnss_loss_holdover,1,7.4,7.8,healthy,0,-0.18093100944503224,1.9197345538289874,5.698193091584175,50000.50995093524,8.975692492065864,0,0.0,1,0.0,0.0
gnss_loss_holdover,2,0.0,0.4,healthy,0,8.220185386626675,12.42437386065471,46.69205799101669,50000.30098213111,6.422218444728484,0,0.0,1,0.0,0.0
gnss_loss_holdover,2,0.2,0.6,healthy,0,-1.3636392219838742,3.032550588689848,5.508415173146627,49997.86190794654,8.12522656718958,0,0.0,1,0.0,0.0
gnss_loss_holdover,2,0.4,0.8,healthy,0,-0.5873007053808649,3.270458208063174,6.123218443931716,49999.666777014405,10.047730301865357,0,0.0,1,0.0,0.0
gnss_loss_holdover,2,0.6,1.0,healthy,0,1.6044488764380873,2.035952963136255,6.123218443931716,50001.49381814688,8.56802106006131,0,0.0,1,0.0,0.0
gnss_loss_holdover,2,0.8,1.2,healthy,0,0.049396511501032095,2.1659659796728046,5.2470121149232885,49999.6703165385,6.097436978052081,0,0.0,1,0.0,0.0
