action,twin_steady_ns,sim_steady_ns
safe_default,44.8727292826053,4.1253057900291354
failover_lls_c1,8.161927683933996,2.2690184088382304
failover_lls_c2,9.679226309388063,2.2690184088382304
failover_lls_c3,13.080836580256767,2.2690184088382304
failover_gnss,6.185947370852119,2.2690184088382304
holdover,522.6219008553929,168.076369001238
isolate_rogue_master,4.6480333441249995,2.2690184088382304
reroute_path,17.342356046679463,3.094035022700855
