feature_set,held_out_attack,attack_windows,persistent_rf_recall,persistent_novelty_rate,combined_protective_rate,attack_episodes,episode_detection_rate,within_2s_episode_rate
a_ptp_only,gnss_spoof_stealth,180,0.9277777777777778,0.0,0.9277777777777778,12,1.0,1.0
b_ptp_timesource,gnss_spoof_stealth,180,0.8777777777777778,0.0,0.8777777777777778,12,1.0,1.0
c_ptp_timesource_consistency,gnss_spoof_stealth,180,0.9333333333333333,0.0,0.9333333333333333,12,1.0,1.0
