corr_fidelity_vs_pdv_std,corr_fidelity_vs_seq_regressions,fidelity_min,fidelity_max,fidelity_mean
-0.7296017060700108,-0.900705444965147,0.5440100057955962,0.9660322953396864,0.8969172415875352
