t_s,scenario,offset_ns,measured_offset_ns,path_delay_ns,pdv_ns,freq_error_ppb,oscillator_holdover_nominal_ppb,oscillator_holdover_tolerance_ppb,oscillator_disciplined_tolerance_ppb,gnss_reference_ns,ptp_reference_ns,peer_reference_ns,source_agreement_tolerance_ns,synce_ql,ptp_seq_id,ptp_msg_type,msg_rate_hz,grandmaster_identity,grandmaster_priority1,grandmaster_clock_class,grandmaster_clock_accuracy,offset_scaled_log_variance,grandmaster_priority2,steps_removed,time_source,gnss_sync_status,satellites_tracked,gnss_available,holdover,attack_flag,fault_flag,run_id,label
6.703494642999999,baseline,2256.0,2256.0,0.0,0.0,0.0,6.0,2.0,1.5,0.0,0.0,0.0,20.0,4,34,Sync,29.97941583329633,unknown,128,248,254,65535,128,1,160,BOOTING,-1,False,False,False,False,0,healthy
6.903586044000008,baseline,1959.0,1959.0,0.0,0.0,0.0,6.0,2.0,1.5,0.0,0.0,0.0,20.0,4,35,Sync,19.990864075162452,unknown,128,248,254,65535,128,1,160,BOOTING,-1,False,False,False,False,0,healthy
7.1037939519999895,baseline,2652.0,2652.0,0.0,0.0,0.0,6.0,2.0,1.5,0.0,0.0,0.0,20.0,4,36,Delay_Resp,19.97923079042595,unknown,128,248,254,65535,128,1,160,BOOTING,-1,False,False,False,False,0,healthy
7.303909344000033,baseline,1933.0,1933.0,0.0,0.0,0.0,6.0,2.0,1.5,0.0,0.0,0.0,20.0,4,37,Delay_Resp,34.97981804417365,unknown,128,248,254,65535,128,1,160,BOOTING,-1,False,False,False,False,0,healthy
7.504054385000018,baseline,2132.0,2132.0,0.0,0.0,0.0,6.0,2.0,1.5,0.0,0.0,0.0,20.0,4,38,Delay_Resp,24.981883013531075,unknown,128,248,254,65535,128,1,160,BOOTING,-1,False,False,False,False,0,healthy
7.7041513340000165,baseline,2058.0,2058.0,0.0,0.0,0.0,6.0,2.0,1.5,0.0,0.0,0.0,20.0,4,39,Sync,24.98788724659679,unknown,128,248,254,65535,128,1,160,BOOTING,-1,False,False,False,False,0,healthy
7.904263157000003,baseline,3001.0,3001.0,0.0,0.0,0.0,6.0,2.0,1.5,0.0,0.0,0.0,20.0,4,40,Sync,29.98323592304897,unknown,128,248,254,65535,128,1,160,BOOTING,-1,False,False,False,False,0,healthy
8.10445870000001,baseline,2255.0,2255.0,0.0,0.0,0.0,6.0,2.0,1.5,0.0,0.0,0.0,20.0,4,41,Sync,14.985348599893157,unknown,128,248,254,65535,128,1,160,BOOTING,-1,False,False,False,False,0,healthy
8.304638114999989,baseline,1363.0,1363.0,0.0,0.0,0.0,6.0,2.0,1.5,0.0,0.0,0.0,20.0,4,42,Sync,24.97759322555973,unknown,128,248,254,65535,128,1,160,BOOTING,-1,False,False,False,False,0,healthy
8.504811780000011,baseline,2305.0,2305.0,0.0,0.0,0.0,6.0,2.0,1.5,0.0,0.0,0.0,20.0,4,43,Delay_Resp,24.978310708351355,unknown,128,248,254,65535,128,1,160,BOOTING,-1,False,False,False,False,0,healthy
8.704896223999981,baseline,1661.0,1661.0,0.0,0.0,0.0,6.0,2.0,1.5,0.0,0.0,0.0,20.0,4,44,Sync,24.989448954866074,unknown,128,248,254,65535,128,1,160,BOOTING,-1,False,False,False,False,0,healthy
8.905069790000027,baseline,2231.0,2231.0,0.0,0.0,0.0,6.0,2.0,1.5,0.0,0.0,0.0,20.0,4,45,Sync,24.978323061891412,unknown,128,248,254,65535,128,1,160,BOOTING,-1,False,False,False,False,0,healthy
9.105268362999993,baseline,1857.0,1857.0,0.0,0.0,0.0,6.0,2.0,1.5,0.0,0.0,0.0,20.0,4,46,Delay_Resp,19.980162396066024,unknown,128,248,254,65535,128,1,160,BOOTING,-1,False,False,False,False,0,healthy
9.305455166999991,baseline,1313.0,1313.0,0.0,0.0,0.0,6.0,2.0,1.5,0.0,0.0,0.0,20.0,4,47,Sync,24.97667128948249,unknown,128,248,254,65535,128,1,160,BOOTING,-1,False,False,False,False,0,healthy
9.505658126000014,baseline,2726.0,2726.0,0.0,0.0,0.0,6.0,2.0,1.5,0.0,0.0,0.0,20.0,4,48,Delay_Resp,19.9797246752958,unknown,128,248,254,65535,128,1,160,BOOTING,-1,False,False,False,False,0,healthy
9.705821437999987,baseline,966.0,966.0,0.0,0.0,0.0,6.0,2.0,1.5,0.0,0.0,0.0,20.0,4,49,Sync,24.979602655658944,unknown,128,248,254,65535,128,1,160,BOOTING,-1,False,False,False,False,0,healthy
9.905999619,baseline,3221.0,3221.0,0.0,0.0,0.0,6.0,2.0,1.5,0.0,0.0,0.0,20.0,4,50,Sync,29.973296640154928,unknown,128,248,254,65535,128,1,160,BOOTING,-1,False,False,False,False,0,healthy
