action,peak_abs_error_ns,steady_abs_error_ns,fidelity,forecast
safe_default,15.194961422573757,13.854326287483014,0.9232978191532591,"[15.194961422573757, 14.85206990960753, 14.584614529493875, 14.375999333005222, 14.213279479744074, 14.086357994200378, 13.987359235476296, 13.910140203671512, 13.84990935886378, 13.802929299913748]"
failover_lls_c1,11.504591644660774,7.705067682357668,0.9232978191532591,"[11.504591644660774, 9.522203989437172, 8.570657914929843, 8.113915799166325, 7.894679583599835, 7.789446200127921, 7.738934176061402, 7.714688404509473, 7.703050434164547, 7.697464208398983]"
failover_lls_c2,12.329974281715838,8.771965046480707,0.9232978191532591,"[12.329974281715838, 10.611586626492237, 9.718025045775963, 9.253373023803501, 9.011753972377821, 8.886112065636468, 8.820778274130962, 8.7868047025481, 8.769138445325012, 8.759951991569007]"
failover_lls_c3,13.568048237298434,10.754536901336186,0.9232978191532591,"[13.568048237298434, 12.369467977633091, 11.674291427027192, 11.271089027675771, 11.037231636051946, 10.901594348910127, 10.822924722367873, 10.777296338973365, 10.75083187660455, 10.73548248843064]"
failover_gnss,10.066517689078177,6.039429164879624,0.9232978191532591,"[10.066517689078177, 7.727937429412834, 6.745733720353391, 6.333208162548424, 6.159947428270337, 6.087177919873541, 6.056614726346887, 6.043778185065692, 6.03838683772759, 6.036122471845587]"
holdover,131.19794096632546,117.67366017026677,0.9232978191532591,"[25.259948563431678, 35.270346505968945, 45.681160366207706, 56.50840678085601, 67.76874305209026, 79.47949277417388, 91.65867248514084, 104.32501938454648, 117.49802015992834, 131.19794096632546]"
isolate_rogue_master,8.472098074231813,4.616602560540951,0.9232978191532591,"[8.472098074231813, 5.965234325981134, 5.087832014093397, 4.7807412049326885, 4.673259421726441, 4.635640797604254, 4.622474279161489, 4.617865997706521, 4.616253099197282, 4.615688584719049]"
reroute_path,14.6934308743535,13.19402449108543,0.9232978191532591,"[14.6934308743535, 14.109927142099169, 13.748154828101484, 13.52385599342292, 13.384790715922211, 13.29857024387177, 13.245113551200498, 13.21197040174431, 13.191421649081471, 13.178681422430513]"
